dataset,method,parameters,change_points,time_ms
run_log,MicroWatch(idx=5),"{""threshold_ratio"":1.272772745,""max_dist_size"":49.0,""batch_size"":3.0,""new_dist_buffer_size"":29.0}",30;63;93;123;180;210;264;318,0.429
run_log,MicroWatch(idx=6),"{""new_dist_buffer_size"":15.0,""threshold_ratio"":1.105168395,""batch_size"":4.0,""max_dist_size"":47.0}",16;32;48;64;80;96;112;128;144;160;176;192;208;224;240;256;272;288;304;320;336;352;368,0.131
run_log,PELT,"penalty=1, jump=9, min_size=1",9;60;70;79;96;105;114;123;167;177;204;240;258;276;307;317;376,68.098
lga_passengers,MicroWatch(idx=0),"{""max_dist_size"":31.0,""new_dist_buffer_size"":42.0,""threshold_ratio"":1.671622601,""batch_size"":3.0}",,0.131
lga_passengers,MicroWatch(idx=1),"{""threshold_ratio"":2.252130654,""max_dist_size"":94.0,""batch_size"":3.0,""new_dist_buffer_size"":4.0}",15;123;129;168;294,0.611
lga_passengers,MicroWatch(idx=2),"{""new_dist_buffer_size"":4.0,""batch_size"":4.0,""threshold_ratio"":2.718915871,""max_dist_size"":50.0}",280;296,0.167
lga_passengers,MicroWatch(idx=3),"{""batch_size"":3.0,""threshold_ratio"":1.81270736,""new_dist_buffer_size"":6.0,""max_dist_size"":88.0}",339;348;384,0.490
lga_passengers,MicroWatch(idx=4),"{""new_dist_buffer_size"":3.0,""max_dist_size"":55.0,""threshold_ratio"":2.971644565,""batch_size"":4.0}",124;132;168;272;296,0.406
lga_passengers,MicroWatch(idx=5),"{""max_dist_size"":17.0,""batch_size"":4.0,""new_dist_buffer_size"":31.0,""threshold_ratio"":1.264276913}",88;124;280;340;436,0.144
lga_passengers,MicroWatch(idx=6),"{""batch_size"":3.0,""max_dist_size"":21.0,""new_dist_buffer_size"":11.0,""threshold_ratio"":1.042967553}",12;27;48;87;123;144;165;186;243;273;294;447,0.207
lga_passengers,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,67.333
lga_passengers,CUSUM,"twarmup=294, plimit=0.571143058904489",58;101;194;261;303;347;394;441,0.057
lga_passengers,PELT,"penalty=7, jump=8, min_size=1",14;110;164;254;423;468,99.906
bank,MicroWatch(idx=0),"{""batch_size"":5.0,""new_dist_buffer_size"":8.0,""threshold_ratio"":0.307721167,""max_dist_size"":35.0}",,0.157
bank,MicroWatch(idx=1),"{""threshold_ratio"":2.39160933,""batch_size"":3.0,""max_dist_size"":35.0,""new_dist_buffer_size"":26.0}",,0.147
bank,MicroWatch(idx=2),"{""new_dist_buffer_size"":30.0,""max_dist_size"":50.0,""threshold_ratio"":2.720781393,""batch_size"":6.0}",,0.125
bank,MicroWatch(idx=3),"{""new_dist_buffer_size"":41.0,""batch_size"":5.0,""max_dist_size"":21.0,""threshold_ratio"":2.777395497}",,0.138
bank,MicroWatch(idx=4),"{""max_dist_size"":50.0,""batch_size"":3.0,""threshold_ratio"":3.162353655,""new_dist_buffer_size"":46.0}",,0.190
bank,MicroWatch(idx=5),"{""batch_size"":4.0,""new_dist_buffer_size"":40.0,""threshold_ratio"":2.154273858,""max_dist_size"":84.0}",,0.229
bank,MicroWatch(idx=6),"{""batch_size"":5.0,""new_dist_buffer_size"":24.0,""threshold_ratio"":2.397339882,""max_dist_size"":94.0}",,0.182
bank,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",,102.882
bank,CUSUM,"twarmup=298, plimit=0.05299083062286661",68;116;246;292;392;435;531,0.089
bank,PELT,"penalty=20, jump=1, min_size=1",581,142.230
well_log,MicroWatch(idx=0),"{""threshold_ratio"":0.999498921,""new_dist_buffer_size"":46.0,""batch_size"":4.0,""max_dist_size"":14.0}",,0.163
well_log,MicroWatch(idx=1),"{""threshold_ratio"":1.664018272,""new_dist_buffer_size"":3.0,""max_dist_size"":58.0,""batch_size"":3.0}",3;174;180;255;282;288;312;342;402;414;423;432;462;657,0.523
well_log,MicroWatch(idx=2),"{""max_dist_size"":21.0,""threshold_ratio"":0.268245963,""batch_size"":3.0,""new_dist_buffer_size"":25.0}",147;174;201;237;267;294;321;348;375;402;429;462;522;552;582;609;636;666,0.218
well_log,MicroWatch(idx=3),"{""batch_size"":6.0,""threshold_ratio"":1.953409166,""new_dist_buffer_size"":5.0,""max_dist_size"":28.0}",402;462,0.187
well_log,MicroWatch(idx=4),"{""threshold_ratio"":0.423092414,""batch_size"":3.0,""new_dist_buffer_size"":15.0,""max_dist_size"":93.0}",180;195;237;282;309;342;384;399;414;429;462;657,0.977
well_log,MicroWatch(idx=5),"{""new_dist_buffer_size"":44.0,""batch_size"":3.0,""max_dist_size"":12.0,""threshold_ratio"":0.3797616}",180;255;312;402,0.215
well_log,MicroWatch(idx=6),"{""new_dist_buffer_size"":3.0,""max_dist_size"":54.0,""batch_size"":5.0,""threshold_ratio"":1.015525056}",180;195;460;655,0.238
well_log,BOCPD,"alpha=0.5, beta=0.001, kappa=0.1, mu=0",174,137.152
well_log,CUSUM,"twarmup=172, plimit=0.7543420749297682",193;452,0.209
well_log,PELT,"penalty=4, jump=1, min_size=9",171;180;252;279;315;342;396;423;432;459;675,63.761
construction,MicroWatch(idx=0),"{""threshold_ratio"":1.015073093,""new_dist_buffer_size"":50.0,""max_dist_size"":95.0,""batch_size"":3.0}",,0.228
construction,MicroWatch(idx=1),"{""threshold_ratio"":1.533464784,""max_dist_size"":94.0,""new_dist_buffer_size"":22.0,""batch_size"":3.0}",138;192;216,0.410
construction,MicroWatch(idx=2),"{""batch_size"":3.0,""threshold_ratio"":2.455072035,""max_dist_size"":68.0,""new_dist_buffer_size"":9.0}",138,0.237
construction,MicroWatch(idx=3),"{""max_dist_size"":96.0,""batch_size"":4.0,""threshold_ratio"":1.496698675,""new_dist_buffer_size"":24.0}",136;192;216,0.375
construction,MicroWatch(idx=4),"{""batch_size"":3.0,""threshold_ratio"":2.287514894,""new_dist_buffer_size"":9.0,""max_dist_size"":82.0}",138;192;201;216,0.656
construction,MicroWatch(idx=5),"{""new_dist_buffer_size"":33.0,""threshold_ratio"":3.98118336,""max_dist_size"":58.0,""batch_size"":3.0}",138,0.227
construction,MicroWatch(idx=6),"{""threshold_ratio"":1.142752364,""new_dist_buffer_size"":7.0,""max_dist_size"":59.0,""batch_size"":6.0}",18;42;54;66;78;126;138;150;168;180;192;204;216;234;246;258;270;282,0.157
construction,BOCPD,"alpha=0.001, beta=0.001, kappa=0.1, mu=0",186,31.666
construction,CUSUM,"twarmup=192, plimit=0.11300151685656862",44;87;139;194;248;286,0.036
construction,PELT,"penalty=100, jump=1, min_size=1",319,41.672
